name,logo_url,description,stage,sector,business_model,team_size,email,phone,services
منطقة الرعاية الطبية,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1685006044147DA992-3793-4657-964B-8C6EA0017F0F.jpeg,نقوم بتوفير كافه احتياجات المستشفيات والمراكز الطبيه من المعدات والمستلزمات الطبية,Pre-Seed,Advertising and Marketing - Healthcare - Industrial,B2B,1-9,carezone.co@gmail.com,0597515135,"[{'title': 'مبيعات', 'description': 'مبيعات'}]"
العناقيد الدانية لتقنية المعلومات,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1685000363LOGO GREEN BIG.PNG,منصة وتطبيق الكتروني يوصل العميل طالب الخدمة مع الشركة او المؤسسة موفرة الخدمة عن طريق الطلب من خلال المنصة او التطبيق .,Pre-Seed,Architecture & Design - Maintenance Services,Platform,1-9,akyed.sure@gmail.com,0567446955,"[{'title': 'البناء', 'description': 'الوساطة بين طالب الخدمة والمقاول'}, {'title': 'الصيانة المنزلية', 'description': 'صيانة واصلاح الاجهزة الكهربائية'}, {'title': 'التصاميم', 'description': 'الوساطة بين طالب الخدمة والمصممين'}]"
مكتب استبرق للخدمات العامة,https://sian.monshaat.gov.sa/Uploads/800x800/1684999156logo .jpg,تقديم استشارات تواصل وعلاقات عامة وتسويق وتطوير الحلول التقنية ذات العلاقة,Series B,Advertising and Marketing - Media & Entertainment - Consulting,B2B,1-9,osamah@salientksa.com,0583335353,"[{'title': 'استشارات التواصل', 'description': 'استشارات التواصل'}, {'title': 'استشارات التسويق والعلامة التجارية', 'description': 'استشارات التسويق والعلامة التجارية'}, {'title': 'استراتيجيات التواصل', 'description': 'استراتيجيات التواصل'}, {'title': 'استراتيجيات التسويق والعلامة التجارية', 'description': 'استراتيجيات التسويق والعلامة التجارية'}, {'title': 'اشراك الموظفين وقيادة التغيير', 'description': 'اشراك الموظفين وقيادة التغيير'}]"
مؤسسة ذهول الابداع للتجارة,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1684992216نايلون 2.PNG,"تأسسـت مؤسسـة ذهـول الابـداع للتجـارة عـام  2018ومقرهـا المملكـة العربيـة السـعودية – الريـاض. تعمـل المؤسسـة فـي مجال
بيـع وتسـويق المنتجـات البلاسـتيكية والورقيـة والقصديـر.
تضـع المؤسسـة أولوياتهـا فـي إختيـار أفضـل المنتجـات وأفضـل المورديـن، وذلـك للمحافظـة علـى توفيـر المنتجـات بجـودة عاليـة. كمـا
تفخـر المؤسسـة بفريـق عملهـا الاحترافـي الـذي يعمـل بشـغف وعلـى مسـتوى عالـي مـن الإلتـزام والمسـؤولية لتقديم أجـود المنتجات
وبأعلـى مسـتويات الخدمـة لعملائهـا",Pre-Series A,E-commerce - Retail,B2B,10-19,info@nylonsa.com,0580580583,"[{'title': 'بيـع وتسـويق المنتجـات البلاسـتيكية والورقيـة والقصديـر', 'description': 'نستهدف اصحاب المطاعم والمقاهي والمقاولات (النظافة)'}]"
شركة تهاني العصيمي للمحاماة,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1684967692IMG-20211003-WA0051.jpg,تهتم بالمجال القانوني,Seed,Legal,B2B,1-9,law_osimi@hotmail.com,0560677739,"[{'title': 'صحيفة دعوى', 'description': 'صحيفة ترفع لدى المحكمة'}, {'title': 'الترافع', 'description': 'تمثيل الموكل في القضايا امام القضاء'}, {'title': 'الطعن', 'description': 'لائحة اعتراض تقدم لمحكمة الاستئناف'}, {'title': 'عقود', 'description': 'صياغة العقود'}]"
cs c,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1684934290CSC-logo-04.png,شركة تعمل في اتمته عمليات البيع والشراء من المقاصف المدرسية,Post Seed,FinTech,B2B2C,10-19,moh@maqsafy.com,0500800141,"[{'title': 'تقنية مالية', 'description': 'المدارس'}]"
مكتب ديل هام للخدمات العقارية,https://sian.monshaat.gov.sa/Uploads/Beneficiary/168492911511 (2).jpg,نحن مكتب ديل هام متخصصين في اتحاد الملاك,Pre-Seed,Real Estate,Platform,1-9,info@deal-ham.com,0549677222,"[{'title': 'ادارة عقارات', 'description': 'ادارة العقارات ، واتحاد الملاك'}]"
شركة أسس للمحاماة والاستشارات القانونية,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1684912157شعار أسس_pages-to-jpg-0003.jpg,شركة محاماة مرخصة بمزاولة مهنة المحاماة والتوثيق,Post Seed,Legal,B2B2C,1-9,osuslaw@gmail.com,0540040699,"[{'title': 'المرافعة والمدافعة', 'description': 'التمثيل القانوني والنظامي في المحاكم الشرعية'}, {'title': 'الاستشارات القانونية', 'description': 'تقديم الاستشارات في جميع المجالات القانونية'}]"
جودة البنيان,https://sian.monshaat.gov.sa/Uploads/Beneficiary/16849110990B0EC1CA-BFBB-4676-ADA6-BD8C13F91921.jpeg,شركة مهتمة بالتطوير والتسويق العقاري,Seed,Advertising and Marketing - Real Estate,B2B,1-9,Info@jawdatalbunyan.com,0557712212,"[{'title': 'ا', 'description': 'ا'}]"
ذاماس للأدوات الصحيه,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1684871456شعار ذاماس.jpg,مؤسسة متخصصه في البيع بالتجزئة للأدوات الصحية,Series B,Construction - Retail,B2C,1-9,themas.est@gmail.com,0591983333,"[{'title': 'بيع بالتجزئة', 'description': 'بيع بالتجزئة'}]"
هيس تاق,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1684867292512.jpg,"شركة هيس تاق لإلتصاالت وتقنية المعلومات شركة سعودية تقنية
تأسست عام 2020 تهتم بتقديم خدمات رائدة في مجال التحول الرقمي
لكل مجاالت الحكومية والقطاعات الخاصة من خدمات وحلول تقنية عالية
الجودة من أجل المساعدة عىل زيادة الفعالية وتقليل التكاليف وتصميم
حلول تقنية التي تخدم كافة المجاالت من ضمنها الهندسة المعمارية
والتهيئة والتطوير من خالل التكنولوجيا لتلبية جميع االحتياجات بحرفية
ومهنية عالية لكل من قطاع األفراد واألعمال، حرصنا من بداية التأسيس
ولغاية اليوم عىل تطوير التقنيات في هذا المجال وذلك من خالل تحويل
العمليات واإلجراءات إىل عملية سحابية سلسلة تتضمن أعىل أسس
التحول الرقمي بحيث تصبح إجراءات المنشآت الروتينية أكثر مرونة وسرعة
بدون حاجة إلستخدام الورق وذلك باالعتماد عىل تقنية االتصال القريب
)nfc)، وألننا مواكبين ألحدث التقنيات نحن في هيس تاق نسخر خبراتنا
لتطوير البرمجيات لدعم قوة التحول الرقمي لنزود عمالئنا بتفرد نوعية
التجارب التي يخوضونها من خالل الواقع االفتراضي وتقنية الواقع المعزز
التفاعلية، الهتمامنا الدائم بكوننا شركة رائدة في التقدم واإلبداع التقني.",Pre-Seed,AR/VR - FinTech - IoT - IT Solutions - Productivity apps - Technology - Software - SaaS,Platform,1-9,hisstaginfo@gmail.com,0559695971,"[{'title': 'خدمة تواصل', 'description': 'وسائل تواصلك في مكان واحد شارك اصدقائك\r\nواجعل متابعتك في مواقع التواصل األجتماعي أكثر أحترافية وسهولة\r\nبإستخدام منتجات هيس تاق من خالل باركود مميز يحمل صورتك\r\nالمفضلة او شعار مشروعك برابط واحد يغنيك!'}, {'title': 'سمارت بزنس كار NFC', 'description': 'لا حاجة لاستخدام الطريقة التقليدية في التواصل ونقل ابيانات , هيس تاق سمارت بزنس كارد يغنيك عن اكثر من 100 الف كرت ورقي , فقط قم ببرمجته عبر تطبيقنا واستمتع بتواصل لا محدود'}, {'title': 'الخريطة التفاعلية', 'description': 'خريطة تفاعلية بإستخدام الواقع المعزز يصمم هذا\r\n، ُحيث يستخدم\r\nوجديدًا\r\nالنوع من الخرائط التفاعلية لتقدم ح ًال تقنيًا مبتكرًا\r\nكبيرًا\r\nفي المباني المعقدة الكبيرة والمعارض والحفالت. كما ونتوقع انتشارًا\r\nفي هذا النوع من الخرائط في المستقبل القريب'}, {'title': 'خدمة الواقع األفتراضي', 'description': 'هي تقنية محاكاة واقع خيالي وإدماج المستخدم G\r\nعىل برمجيات الحاسب وأجهزة معينة. فهي تقنية تقوم عىل\r\nفيه اعتمادًا\r\nإسقاط أجسام حقيقة موجودة في الواقع في عالم ُمصطنع وغير واقعي عىل\r\nعكس تقنية الواقع الُمعزز التي ُتسقط أجسام غير حقيقية في عالم حقيقي\r\nموجود بالفعل. تتميز التقنية بالتجاوب األوتوماتيكي واآللي مع تفاعالت\r\nالمستخدم مع عناصر البيئة االفتراضية الُمتخيلة من حوله'}, {'title': 'نمذجة معلومات المباني )BIM )', 'description': 'مما يعني بناء المبنى افتراضيًا\r\nالكمبيوتر قبل التنفيذ، وبالتالي حل كل المشاكل التي تواجهنا في الموقع\r\nقبل بداية مرحلة التنفيذ، وهذا يعني توفير الكثير من الوقت والمال. ال شك\r\nأن الـ BIM هى تطور كبير فى مجال البناء والتشييد.'}, {'title': 'سمارت هوم', 'description': 'قد يتساءل المرء لماذا يجب أن يكلف نفسه عناء تحويل منزله إىل منزل\r\nذكي؟ هل هو مجرد للتظاهر والمفخرة واشباع الغرور، أم أنه ضرورة للعيش\r\nأن ضيق الوقت هو سمة أساسية لعالمنا\r\nفي العالم الحديث؟ نعلم جميعًا\r\nاآلن، لذا فإن وجود نظام فعال لمساعدتنا عىل القيام بأشياء متعددة في\r\nنفس الوقت هو أكثر من رائع. لكن هذا ليس كل شيء! قد ترغب ببساطة\r\nبتصميم ديكور أكثر أناقة مع االستفادة أيضًا من التكنولوجيا الجديدة.\r\nمنتجات هيس تاق مصممة بأناقة لتحسن ديكور منزلك. كن جزءًا من\r\nالمستقبل وعش حياتك برفاهية ووفر المزيد من الطاقة، نحن هنا\r\nلمساعدتك عىل االستمتاع بتجربة حياة جديدة'}, {'title': 'حلول البنية التحتية', 'description': 'نحن نقدم حلول البنية التحتية لتكنولوجيا المعلومات المرتكزة عىل العمالء\r\nوالتجارة وإنجازها من البداية وحتى النهاية والتأكد من توريد األجهزة التي\r\nيحددها العميل مع االطالع عىل تقييم وتوصيات فريق الخبراء لدينا لضمان\r\nحصول عمالئنا عىل أفضل الحلول التي تخدم أعمالهم، وكما نقوم بإنجاز\r\nإجراءات التكامل بهدف تنفيذ حلول البنية التحتية، حيث نقوم بالدراسة\r\nوالتخطيط ووضع الفرضيات وإجراء االختبارات الالزمة ومن ثم التنفيذ\r\nبواسطة خدمات إدارة المشاريع'}, {'title': 'حلول برمجية', 'description': 'في ظل التطورات التي تشهدها المملكة وخصوصا في القطاع التكنولوجي،\r\nوتماشيا مع رؤية ٢٠٣٠ وهي أتمتة جميع جوانب الحياة االقتصادية، والعملية\r\nوالعلمية، واإلنشائية، والتجارية وغيرها،'}, {'title': 'حلول التسوق الذكي', 'description': 'امنح عمالءك تجربة تسوق مذهلة !\r\nإىل ترك العميل في اإلنتظار لمعرفة الجواب عىل تساؤالته\r\nلن تضطر أبدًا\r\nحول منتج ما! مع تقنية الواقع المعزز التي تسمح للعمالء بتصفح معلومات\r\nالمنتج عىل الفور ووالوصول إىل كتيبات المنتجات وتاريخ اإلنتهاء والدفع عند\r\nاإلنتهاء من التسوق، فقط من خالل كاميرا هاتفه المحمول تجعله يقوم\r\nبالشراء بكل ثقة وبقناعة تامة بالمنتج. كما أن أتاحت هذه التقنيات للعميل\r\nلرؤية تفاصيل المنتجات يساعد عىل جذب انتباه العمالء بسهولة كما أنها\r\nتدعم مجال التسويق من خالل زيادة مبيعات بشكل ملحوظ وملفت!'}, {'title': 'الحلول اللوجستية', 'description': 'يحول نظامنا الهواتف الذكية واألجهزة اللوحية\r\nإىل ماسحات ضوئية ل ّرموز الشريطية مع\r\nإمكانيات المثيل لها في القراءة اللحظية\r\nللبيانات، حيث تفيد هذه التقنية المتقدمة في\r\nمسح العناصر المتتالية بسرعة عالية بضغطة\r\nواحدة في المحاسبة، كما وتفيد في تقليل زمن\r\nالجرد مع الدقة العالية في النظام مما يزيد\r\nالموثوقية والسرعة الفائقة في تنفيذ عملية\r\nالجرد. اطلق العنان للماسح فائق السرعة مهيأ\r\nعىل النحو األمثل لحل المشكلة الخاصة بك.'}, {'title': 'خدمة الجرد الالي', 'description': 'تم تطوير احدث التقنيات لمساعدة الشركات ذو المستودعات الكبيرة واصحاب مراكز التجزئة على تسريع عملية القراءة حيث تبلغ اكثر من 150 منتج في اللحظة عبر تقنيات ترددات الراديو'}, {'title': 'خدمة إنتظار', 'description': 'ألن عملية األنتظار الطويل و األماكن المزدحمة، قد\r\nتجعل اصحاب األعمال يفقدون عمالئهم! فحرصنا عىل توفير حلول\r\nتقنية دون اللجوء إىل تحميل إي تطبيق لحل لتلك المشكلة بمنتج\r\nصغير الحجم قليل التكلفة! تمكن العميل من إدخال رقم الفاتورة\r\nالخاصة به من خالل المسح عىل منتج هيس تاق لتظهر له خانه يضع\r\nمن خاللها رقم فاتورته، ليتمكن من إنتظار طلبه من إي مكان! وفي حال\r\nتّم اإلنتهاء من طلبه سوف يصله تنبيه عىل جهازه، ال داعي إلجهزة\r\nاإلنتظار المكلفة. هيس تاق رقمي سريع، قليل التكلفة!'}, {'title': '•خدمة إنتظار فواتير', 'description': ': ال حاجة لإلنتظار في مكان معين، الوقت مهم\r\nللكل ، إستقبل إشعارك بأي مكان! يمكنك اإلنتظار بطريقة سهلة ومرنة\r\nبدون تحميل إي تطيبق وبدون الحاجة إلستخدام األوراق، سوف يصلك\r\nإشعار عىل هاتفك الذكي يمكنك من معرفة حالة الطلب ووقت\r\nإستالمه'}, {'title': '•خدمة درايف ثرو السحابي', 'description': 'لا داعي لاجهزة الاتصال الخارجية ومكبرات الصوت , والعوامل الخارجية التي قد تسبب رفع الصوت بدون اي ضرورة , خدمة درايف ثرو السحابي عبر الهاتف , يتعرف الهاتف عند الدخول الى منطقة الطلب ويتم جميع اجراءاته مع المسؤول عن الطلب وتتم عملية السداد عبر السداد الالي مثل ابل باي'}]"
